Total Words are: 1607
----------------------------------------------
Word            	Freq.	Probability
per             	6	0.0037336652
local           	6	0.0037336652
began           	6	0.0037336652
throne          	6	0.0037336652
increased       	6	0.0037336652
about           	6	0.0037336652
military        	5	0.0031113877
90              	5	0.0031113877
very            	5	0.0031113877
them            	5	0.0031113877
western         	5	0.0031113877
sugar           	5	0.0031113877
been            	5	0.0031113877
workforce       	5	0.0031113877
has             	5	0.0031113877
cultural        	5	0.0031113877
1556            	5	0.0031113877
marathas        	5	0.0031113877
1707            	5	0.0031113877
muslin          	5	0.0031113877
first           	5	0.0031113877
population      	5	0.0031113877
later           	5	0.0031113877
timurid         	5	0.0031113877
secondary       	5	0.0031113877
between         	5	0.0031113877
historians      	5	0.0031113877
centuries       	5	0.0031113877
turco           	5	0.0031113877
1858            	5	0.0031113877
power           	5	0.0031113877
jahan           	5	0.0031113877
opium           	5	0.0031113877
industry        	5	0.0031113877
founder         	5	0.0031113877
founded         	5	0.0031113877
further         	5	0.0031113877
imported        	5	0.0031113877
khan            	5	0.0031113877
major           	5	0.0031113877
imports         	5	0.0031113877
labour          	5	0.0031113877
last            	5	0.0031113877
demand          	5	0.0031113877
while           	5	0.0031113877
dhaka           	5	0.0031113877
administrative  	5	0.0031113877
1526            	5	0.0031113877
jahangir        	5	0.0031113877
land            	5	0.0031113877
use             	5	0.0031113877
this            	5	0.0031113877
ships           	5	0.0031113877
persia          	5	0.0031113877
south           	5	0.0031113877
state           	5	0.0031113877
largest         	5	0.0031113877
well            	5	0.0031113877
asian           	4	0.0024891101
reforms         	4	0.0024891101
established     	4	0.0024891101
china           	4	0.0024891101
currency        	4	0.0024891101
modern          	4	0.0024891101
rice            	4	0.0024891101
result          	4	0.0024891101
against         	4	0.0024891101
much            	4	0.0024891101
quantities      	4	0.0024891101
advanced        	4	0.0024891101
50              	4	0.0024891101
born            	4	0.0024891101
gin             	4	0.0024891101
exported        	4	0.0024891101
global          	4	0.0024891101
non             	4	0.0024891101
half            	4	0.0024891101
term            	4	0.0024891101
dutch           	4	0.0024891101
revenue         	4	0.0024891101
16              	4	0.0024891101
where           	4	0.0024891101
16th            	4	0.0024891101
europeans       	4	0.0024891101
according       	4	0.0024891101
62              	4	0.0024891101
65              	4	0.0024891101
cash            	4	0.0024891101
largely         	4	0.0024891101
ruler           	4	0.0024891101
maintained      	4	0.0024891101
1857            	4	0.0024891101
there           	4	0.0024891101
britain         	4	0.0024891101
important       	4	0.0024891101
prior           	4	0.0024891101
cultivation     	4	0.0024891101
known           	4	0.0024891101
court           	4	0.0024891101
24              	4	0.0024891101
21              	4	0.0024891101
wages           	4	0.0024891101
part            	4	0.0024891101
73              	4	0.0024891101
significant     	4	0.0024891101
particularly    	4	0.0024891101
northern        	4	0.0024891101
him             	4	0.0024891101
common          	4	0.0024891101
sold            	4	0.0024891101
political       	4	0.0024891101
prices          	4	0.0024891101
coin            	4	0.0024891101
nawab           	4	0.0024891101
high            	4	0.0024891101
dam             	4	0.0024891101
80              	4	0.0024891101
agriculture     	4	0.0024891101
1658            	4	0.0024891101
princess        	4	0.0024891101
imperial        	4	0.0024891101
have            	4	0.0024891101
capita          	4	0.0024891101
reform          	4	0.0024891101
indonesia       	4	0.0024891101
government      	4	0.0024891101
lost            	4	0.0024891101
tons            	4	0.0024891101
gained          	4	0.0024891101
own             	4	0.0024891101
made            	4	0.0024891101
other           	4	0.0024891101
direct          	3	0.0018668326
second          	3	0.0018668326
49              	3	0.0018668326
contributed     	3	0.0018668326
golden          	3	0.0018668326
tertiary        	3	0.0018668326
work            	3	0.0018668326
worm            	3	0.0018668326
example         	3	0.0018668326
kingdoms        	3	0.0018668326
1750            	3	0.0018668326
third           	3	0.0018668326
deck            	3	0.0018668326
independence    	3	0.0018668326
000             	3	0.0018668326
primary         	3	0.0018668326
agra            	3	0.0018668326
took            	3	0.0018668326
sher            	3	0.0018668326
affairs         	3	0.0018668326
came            	3	0.0018668326
1540            	3	0.0018668326
peasants        	3	0.0018668326
appeared        	3	0.0018668326
n               	3	0.0018668326
ii              	3	0.0018668326
several         	3	0.0018668326
shortly         	3	0.0018668326
indigo          	3	0.0018668326
52              	3	0.0018668326
manual          	3	0.0018668326
people          	3	0.0018668326
fort            	3	0.0018668326
panipat         	3	0.0018668326
battle          	3	0.0018668326
father          	3	0.0018668326
1700            	3	0.0018668326
standards       	3	0.0018668326
uniform         	3	0.0018668326
alone           	3	0.0018668326
share           	3	0.0018668326
years           	3	0.0018668326
not             	3	0.0018668326
bullion         	3	0.0018668326
million         	3	0.0018668326
turn            	3	0.0018668326
little          	3	0.0018668326
2               	3	0.0018668326
mostly          	3	0.0018668326
11              	3	0.0018668326
19              	3	0.0018668326
18              	3	0.0018668326
sultanate       	3	0.0018668326
suri            	3	0.0018668326
many            	3	0.0018668326
article         	3	0.0018668326
west            	3	0.0018668326
former          	3	0.0018668326
zenith          	3	0.0018668326
proto           	3	0.0018668326
extensive       	3	0.0018668326
67              	3	0.0018668326
included        	3	0.0018668326
wife            	3	0.0018668326
all             	3	0.0018668326
industrialization	3	0.0018668326
20th            	3	0.0018668326
sur             	3	0.0018668326
strong          	3	0.0018668326
taken           	3	0.0018668326
producing       	3	0.0018668326
22              	3	0.0018668326
referred        	3	0.0018668326
beginning       	3	0.0018668326
americas        	3	0.0018668326
revolution      	3	0.0018668326
built           	3	0.0018668326
towards         	3	0.0018668326
afghanistan     	3	0.0018668326
78              	3	0.0018668326
gold            	3	0.0018668326
chagatai        	3	0.0018668326
8               	3	0.0018668326
initially       	3	0.0018668326
both            	3	0.0018668326
described       	3	0.0018668326
towns           	3	0.0018668326
larger          	3	0.0018668326
religion        	3	0.0018668326
influence       	3	0.0018668326
metals          	3	0.0018668326
age             	3	0.0018668326
continued       	3	0.0018668326
agrarian        	3	0.0018668326
capital         	3	0.0018668326
great           	3	0.0018668326
38              	3	0.0018668326
few             	3	0.0018668326
tax             	3	0.0018668326
produced        	3	0.0018668326
elites          	3	0.0018668326
day             	3	0.0018668326
82              	3	0.0018668326
84              	3	0.0018668326
could           	3	0.0018668326
muhammad        	3	0.0018668326
adopted         	3	0.0018668326
based           	3	0.0018668326
provinces       	3	0.0018668326
value           	3	0.0018668326
productivity    	3	0.0018668326
administration  	3	0.0018668326
increasingly    	3	0.0018668326
introduced      	3	0.0018668326
ruling          	3	0.0018668326
compared        	3	0.0018668326
48              	3	0.0018668326
variety         	3	0.0018668326
40              	3	0.0018668326
limited         	2	0.0012445551
four            	2	0.0012445551
companies       	2	0.0012445551
force           	2	0.0012445551
awadh           	2	0.0012445551
increasing      	2	0.0012445551
108             	2	0.0012445551
106             	2	0.0012445551
total           	2	0.0012445551
army            	2	0.0012445551
coins           	2	0.0012445551
wars            	2	0.0012445551
99              	2	0.0012445551
95              	2	0.0012445551
96              	2	0.0012445551
woman           	2	0.0012445551
end             	2	0.0012445551
kabul           	2	0.0012445551
weakness        	2	0.0012445551
break           	2	0.0012445551
netherlands     	2	0.0012445551
victory         	2	0.0012445551
side            	2	0.0012445551
consolidate     	2	0.0012445551
trading         	2	0.0012445551
zabt            	2	0.0012445551
free            	2	0.0012445551
created         	2	0.0012445551
spinning        	2	0.0012445551
another         	2	0.0012445551
needed          	2	0.0012445551
percentage      	2	0.0012445551
urban           	2	0.0012445551
collapse        	2	0.0012445551
villages        	2	0.0012445551
powers          	2	0.0012445551
raj             	2	0.0012445551
latter          	2	0.0012445551
responsible     	2	0.0012445551
luxury          	2	0.0012445551
forces          	2	0.0012445551
habib           	2	0.0012445551
crown           	2	0.0012445551
ambitions       	2	0.0012445551
away            	2	0.0012445551
sarkars         	2	0.0012445551
roller          	2	0.0012445551
argue           	2	0.0012445551
prosperous      	2	0.0012445551
ain             	2	0.0012445551
defeated        	2	0.0012445551
wheel           	2	0.0012445551
independent     	2	0.0012445551
1600            	2	0.0012445551
1605            	2	0.0012445551
ocean           	2	0.0012445551
left            	2	0.0012445551
mills           	2	0.0012445551
1555            	2	0.0012445551
54              	2	0.0012445551
lahore          	2	0.0012445551
existed         	2	0.0012445551
minted          	2	0.0012445551
support         	2	0.0012445551
war             	2	0.0012445551
attempted       	2	0.0012445551
incorporation   	2	0.0012445551
150             	2	0.0012445551
evidence        	2	0.0012445551
muslims         	2	0.0012445551
flushed         	2	0.0012445551
faster          	2	0.0012445551
93              	2	0.0012445551
finally         	2	0.0012445551
advantage       	2	0.0012445551
din             	2	0.0012445551
1628            	2	0.0012445551
international   	2	0.0012445551
groups          	2	0.0012445551
market          	2	0.0012445551
growing         	2	0.0012445551
making          	2	0.0012445551
divided         	2	0.0012445551
vital           	2	0.0012445551
may             	2	0.0012445551
islamic         	2	0.0012445551
produce         	2	0.0012445551
grow            	2	0.0012445551
man             	2	0.0012445551
african         	2	0.0012445551
conquests       	2	0.0012445551
still           	2	0.0012445551
views           	2	0.0012445551
name            	2	0.0012445551
establishing    	2	0.0012445551
peasant         	2	0.0012445551
square          	2	0.0012445551
living          	2	0.0012445551
1719            	2	0.0012445551
city            	2	0.0012445551
alam            	2	0.0012445551
12              	2	0.0012445551
15              	2	0.0012445551
illness         	2	0.0012445551
prosperity      	2	0.0012445551
price           	2	0.0012445551
especially      	2	0.0012445551
considered      	2	0.0012445551
average         	2	0.0012445551
crank           	2	0.0012445551
nearly          	2	0.0012445551
calendar        	2	0.0012445551
feuds           	2	0.0012445551
rapidly         	2	0.0012445551
cities          	2	0.0012445551
among           	2	0.0012445551
period          	2	0.0012445551
60              	2	0.0012445551
64              	2	0.0012445551
500             	2	0.0012445551
pay             	2	0.0012445551
regime          	2	0.0012445551
saltpeter       	2	0.0012445551
driven          	2	0.0012445551
hulls           	2	0.0012445551
being           	2	0.0012445551
violent         	2	0.0012445551
death           	2	0.0012445551
regent          	2	0.0012445551
dara            	2	0.0012445551
ruled           	2	0.0012445551
pounds          	2	0.0012445551
refer           	2	0.0012445551
manufactured    	2	0.0012445551
act             	2	0.0012445551
road            	2	0.0012445551
skilled         	2	0.0012445551
rising          	2	0.0012445551
assumed         	2	0.0012445551
futile          	2	0.0012445551
conqueror       	2	0.0012445551
saleh           	2	0.0012445551
akbari          	2	0.0012445551
briefly         	2	0.0012445551
peak            	2	0.0012445551
building        	2	0.0012445551
those           	2	0.0012445551
small           	2	0.0012445551
rate            	2	0.0012445551
design          	2	0.0012445551
social          	2	0.0012445551
successors      	2	0.0012445551
two             	2	0.0012445551
6               	2	0.0012445551
markets         	2	0.0012445551
history         	2	0.0012445551
states          	2	0.0012445551
rather          	2	0.0012445551
derived         	2	0.0012445551
remnants        	2	0.0012445551
urdu            	2	0.0012445551
roots           	2	0.0012445551
20              	2	0.0012445551
23              	2	0.0012445551
28              	2	0.0012445551
29              	2	0.0012445551
systems         	2	0.0012445551
abdali          	2	0.0012445551
imprisoned      	2	0.0012445551
fully           	2	0.0012445551
exiled          	2	0.0012445551
calicos         	2	0.0012445551
dominated       	2	0.0012445551
bihar           	2	0.0012445551
deindustrialization	2	0.0012445551
copper          	2	0.0012445551
number          	2	0.0012445551
diffusion       	2	0.0012445551
mahal           	2	0.0012445551
self            	2	0.0012445551
officers        	2	0.0012445551
75              	2	0.0012445551
traditional     	2	0.0012445551
rebels          	2	0.0012445551
depended        	2	0.0012445551
river           	2	0.0012445551
set             	2	0.0012445551
dams            	2	0.0012445551
due             	2	0.0012445551
replaced        	2	0.0012445551
alliances       	2	0.0012445551
widely          	2	0.0012445551
1530            	2	0.0012445551
lower           	2	0.0012445551
jalal           	2	0.0012445551
timur           	2	0.0012445551
subjects        	2	0.0012445551
irfan           	2	0.0012445551
innovation      	2	0.0012445551
be              	2	0.0012445551
76              	2	0.0012445551
71              	2	0.0012445551
long            	2	0.0012445551
similar         	2	0.0012445551
called          	2	0.0012445551
income          	2	0.0012445551
intensified     	2	0.0012445551
bankers         	2	0.0012445551
having          	2	0.0012445551
stable          	2	0.0012445551
19th            	2	0.0012445551
firms           	2	0.0012445551
commercial      	2	0.0012445551
following       	2	0.0012445551
30              	2	0.0012445551
36              	2	0.0012445551
defeat          	2	0.0012445551
formally        	2	0.0012445551
started         	2	0.0012445551
carrying        	2	0.0012445551
taj             	2	0.0012445551
interrupted     	2	0.0012445551
industries      	2	0.0012445551
successor       	2	0.0012445551
bahadur         	2	0.0012445551
kilometres      	2	0.0012445551
society         	2	0.0012445551
out             	2	0.0012445551
ancestry        	2	0.0012445551
g               	2	0.0012445551
yarn            	2	0.0012445551
hindus          	2	0.0012445551
reached         	2	0.0012445551
gear            	2	0.0012445551
masjid          	2	0.0012445551
mogul           	2	0.0012445551
mid             	2	0.0012445551
class           	2	0.0012445551
handle          	2	0.0012445551
ascended        	2	0.0012445551
tobacco         	2	0.0012445551
precious        	2	0.0012445551
safavid         	2	0.0012445551
genghis         	2	0.0012445551
almost          	2	0.0012445551
thus            	2	0.0012445551
helped          	2	0.0012445551
arabic          	2	0.0012445551
parts           	2	0.0012445551
scholars        	2	0.0012445551
center          	2	0.0012445551
whole           	2	0.0012445551
excessive       	2	0.0012445551
less            	2	0.0012445551
like            	2	0.0012445551
authority       	2	0.0012445551
export          	2	0.0012445551
leader          	2	0.0012445551
cultivated      	2	0.0012445551
maize           	2	0.0012445551
protectors      	2	0.0012445551
williamson      	2	0.0012445551
north           	2	0.0012445551
highest         	2	0.0012445551
rural           	2	0.0012445551
consolidated    	1	0.0006222775
controversial   	1	0.0006222775
whose           	1	0.0006222775
punjab          	1	0.0006222775
340             	1	0.0006222775
worth           	1	0.0006222775
ajmer           	1	0.0006222775
vast            	1	0.0006222775
school          	1	0.0006222775
internally      	1	0.0006222775
leaders         	1	0.0006222775
implemented     	1	0.0006222775
machines        	1	0.0006222775
even            	1	0.0006222775
yahya           	1	0.0006222775
conduct         	1	0.0006222775
net             	1	0.0006222775
officially      	1	0.0006222775
lodi            	1	0.0006222775
men             	1	0.0006222775
richest         	1	0.0006222775
reported        	1	0.0006222775
protection      	1	0.0006222775
cult            	1	0.0006222775
103             	1	0.0006222775
100             	1	0.0006222775
101             	1	0.0006222775
orthodoxy       	1	0.0006222775
104             	1	0.0006222775
105             	1	0.0006222775
items           	1	0.0006222775
dabist          	1	0.0006222775
jama            	1	0.0006222775
divide          	1	0.0006222775
campaign        	1	0.0006222775
erected         	1	0.0006222775
psychological   	1	0.0006222775
visible         	1	0.0006222775
plow            	1	0.0006222775
would           	1	0.0006222775
noting          	1	0.0006222775
therefore       	1	0.0006222775
siddis          	1	0.0006222775
standardized    	1	0.0006222775
successful      	1	0.0006222775
98              	1	0.0006222775
91              	1	0.0006222775
midst           	1	0.0006222775
92              	1	0.0006222775
94              	1	0.0006222775
97              	1	0.0006222775
rangoon         	1	0.0006222775
word            	1	0.0006222775
revenues        	1	0.0006222775
il              	1	0.0006222775
household       	1	0.0006222775
550             	1	0.0006222775
foods           	1	0.0006222775
totaled         	1	0.0006222775
provincial      	1	0.0006222775
sought          	1	0.0006222775
1757            	1	0.0006222775
syncretistic    	1	0.0006222775
customs         	1	0.0006222775
labourthe       	1	0.0006222775
law             	1	0.0006222775
revolt          	1	0.0006222775
1572            	1	0.0006222775
order           	1	0.0006222775
executed        	1	0.0006222775
interpretation  	1	0.0006222775
nobles          	1	0.0006222775
easier          	1	0.0006222775
banu            	1	0.0006222775
slavery         	1	0.0006222775
victories       	1	0.0006222775
addicted        	1	0.0006222775
went            	1	0.0006222775
successively    	1	0.0006222775
series          	1	0.0006222775
currencies      	1	0.0006222775
combining       	1	0.0006222775
network         	1	0.0006222775
vessels         	1	0.0006222775
adapt           	1	0.0006222775
newly           	1	0.0006222775
rk              	1	0.0006222775
foundation      	1	0.0006222775
disputed        	1	0.0006222775
campaigns       	1	0.0006222775
wanted          	1	0.0006222775
tolerant        	1	0.0006222775
shipped         	1	0.0006222775
1970s           	1	0.0006222775
repealed        	1	0.0006222775
rajputs         	1	0.0006222775
service         	1	0.0006222775
desai           	1	0.0006222775
historian       	1	0.0006222775
viceroys        	1	0.0006222775
061             	1	0.0006222775
centered        	1	0.0006222775
tool            	1	0.0006222775
ahmed           	1	0.0006222775
tree            	1	0.0006222775
nations         	1	0.0006222775
historical      	1	0.0006222775
hamida          	1	0.0006222775
fashion         	1	0.0006222775
ming            	1	0.0006222775
raw             	1	0.0006222775
seed            	1	0.0006222775
socio           	1	0.0006222775
manner          	1	0.0006222775
bewailed        	1	0.0006222775
seek            	1	0.0006222775
estimated       	1	0.0006222775
hub             	1	0.0006222775
predominantly   	1	0.0006222775
oriented        	1	0.0006222775
causing         	1	0.0006222775
culminated      	1	0.0006222775
though          	1	0.0006222775
victoria        	1	0.0006222775
acknowledgements	1	0.0006222775
promotions      	1	0.0006222775
entourages      	1	0.0006222775
consumed        	1	0.0006222775
principle       	1	0.0006222775
1761            	1	0.0006222775
queen           	1	0.0006222775
attempts        	1	0.0006222775
hungary         	1	0.0006222775
ashok           	1	0.0006222775
enjoyed         	1	0.0006222775
1545            	1	0.0006222775
698             	1	0.0006222775
theme           	1	0.0006222775
rich            	1	0.0006222775
nizam           	1	0.0006222775
wide            	1	0.0006222775
preferred       	1	0.0006222775
coast           	1	0.0006222775
despite         	1	0.0006222775
learned         	1	0.0006222775
societies       	1	0.0006222775
bar             	1	0.0006222775
depressed       	1	0.0006222775
architecture    	1	0.0006222775
rival           	1	0.0006222775
clean           	1	0.0006222775
explanations    	1	0.0006222775
bai             	1	0.0006222775
best            	1	0.0006222775
techniques      	1	0.0006222775
warrior         	1	0.0006222775
never           	1	0.0006222775
extend          	1	0.0006222775
deposed         	1	0.0006222775
fruits          	1	0.0006222775
weak            	1	0.0006222775
southeast       	1	0.0006222775
admirals        	1	0.0006222775
extent          	1	0.0006222775
gentry          	1	0.0006222775
bose            	1	0.0006222775
accident        	1	0.0006222775
country         	1	0.0006222775
109             	1	0.0006222775
spear           	1	0.0006222775
royal           	1	0.0006222775
102             	1	0.0006222775
karen           	1	0.0006222775
253             	1	0.0006222775
250             	1	0.0006222775
basis           	1	0.0006222775
three           	1	0.0006222775
107             	1	0.0006222775
incompetent     	1	0.0006222775
life            	1	0.0006222775
coherent        	1	0.0006222775
gnp             	1	0.0006222775
cane            	1	0.0006222775
played          	1	0.0006222775
splendour       	1	0.0006222775
exile           	1	0.0006222775
if              	1	0.0006222775
grown           	1	0.0006222775
descent         	1	0.0006222775
rebellion       	1	0.0006222775
harmony         	1	0.0006222775
emphasise       	1	0.0006222775
niy             	1	0.0006222775
voyaged         	1	0.0006222775
faiths          	1	0.0006222775
crushingly      	1	0.0006222775
butter          	1	0.0006222775
narrow          	1	0.0006222775
practices       	1	0.0006222775
greatest        	1	0.0006222775
mother          	1	0.0006222775
traditions      	1	0.0006222775
succeeding      	1	0.0006222775
swahili         	1	0.0006222775
1771            	1	0.0006222775
regarded        	1	0.0006222775
gave            	1	0.0006222775
sailors         	1	0.0006222775
spanned         	1	0.0006222775
unification     	1	0.0006222775
indologists     	1	0.0006222775
d               	1	0.0006222775
brought         	1	0.0006222775
59              	1	0.0006222775
58              	1	0.0006222775
55              	1	0.0006222775
57              	1	0.0006222775
56              	1	0.0006222775
51              	1	0.0006222775
53              	1	0.0006222775
parganas        	1	0.0006222775
emperorsbabur   	1	0.0006222775
salim           	1	0.0006222775
proudly         	1	0.0006222775
indirect        	1	0.0006222775
contributing    	1	0.0006222775
officer         	1	0.0006222775
pose            	1	0.0006222775
subahdar        	1	0.0006222775
losing          	1	0.0006222775
permitted       	1	0.0006222775
flourished      	1	0.0006222775
costs           	1	0.0006222775
subedar         	1	0.0006222775
steadily        	1	0.0006222775
indians         	1	0.0006222775
formerly        	1	0.0006222775
civil           	1	0.0006222775
1760s           	1	0.0006222775
down            	1	0.0006222775
shippers        	1	0.0006222775
inclusive       	1	0.0006222775
balanced        	1	0.0006222775
sovereign       	1	0.0006222775
fought          	1	0.0006222775
sericulture     	1	0.0006222775
resulted        	1	0.0006222775
intolerance     	1	0.0006222775
offering        	1	0.0006222775
offer           	1	0.0006222775
differences     	1	0.0006222775
failure         	1	0.0006222775
rejuvenation    	1	0.0006222775
tokugawa        	1	0.0006222775
ancestral       	1	0.0006222775
illahabad       	1	0.0006222775
emir            	1	0.0006222775
liberal         	1	0.0006222775
classic         	1	0.0006222775
shia            	1	0.0006222775
pashtuns        	1	0.0006222775
ship            	1	0.0006222775
internal        	1	0.0006222775
constructed     	1	0.0006222775
marking         	1	0.0006222775
marxist         	1	0.0006222775
no              	1	0.0006222775
generally       	1	0.0006222775
interested      	1	0.0006222775
role            	1	0.0006222775
transported     	1	0.0006222775
rolling         	1	0.0006222775
died            	1	0.0006222775
billion         	1	0.0006222775
younger         	1	0.0006222775
1800            	1	0.0006222775
assume          	1	0.0006222775
together        	1	0.0006222775
loyal           	1	0.0006222775
irrigation      	1	0.0006222775
diplomacy       	1	0.0006222775
eldest          	1	0.0006222775
ilahi           	1	0.0006222775
weakening       	1	0.0006222775
sovereignty     	1	0.0006222775
ibrahim         	1	0.0006222775
1627            	1	0.0006222775
emphasized      	1	0.0006222775
posts           	1	0.0006222775
brother         	1	0.0006222775
domestically    	1	0.0006222775
caravanserai    	1	0.0006222775
quick           	1	0.0006222775
woven           	1	0.0006222775
temples         	1	0.0006222775
cost            	1	0.0006222775
soldiers        	1	0.0006222775
resurgence      	1	0.0006222775
favour          	1	0.0006222775
satisfy         	1	0.0006222775
supporting      	1	0.0006222775
liquors         	1	0.0006222775
along           	1	0.0006222775
appears         	1	0.0006222775
boy             	1	0.0006222775
exemplified     	1	0.0006222775
pearls          	1	0.0006222775
funded          	1	0.0006222775
coinagea        	1	0.0006222775
exploitation    	1	0.0006222775
descended       	1	0.0006222775
domains         	1	0.0006222775
navigation      	1	0.0006222775
emerge          	1	0.0006222775
aligarh         	1	0.0006222775
wealth          	1	0.0006222775
france          	1	0.0006222775
territories     	1	0.0006222775
opposed         	1	0.0006222775
cited           	1	0.0006222775
autumn          	1	0.0006222775
modified        	1	0.0006222775
districts       	1	0.0006222775
stream          	1	0.0006222775
moghul          	1	0.0006222775
purity          	1	0.0006222775
allowed         	1	0.0006222775
spanning        	1	0.0006222775
clothing        	1	0.0006222775
muslins         	1	0.0006222775
means           	1	0.0006222775
mongols         	1	0.0006222775
industrymughal  	1	0.0006222775
revolted        	1	0.0006222775
armies          	1	0.0006222775
product         	1	0.0006222775
maz             	1	0.0006222775
southern        	1	0.0006222775
clothinga       	1	0.0006222775
designed        	1	0.0006222775
date            	1	0.0006222775
malwa           	1	0.0006222775
succeeded       	1	0.0006222775
accelerated     	1	0.0006222775
repair          	1	0.0006222775
mainly          	1	0.0006222775
stability       	1	0.0006222775
argued          	1	0.0006222775
caucasus        	1	0.0006222775
machine         	1	0.0006222775
undermined      	1	0.0006222775
now             	1	0.0006222775
developments    	1	0.0006222775
gearing         	1	0.0006222775
denmark         	1	0.0006222775
instability     	1	0.0006222775
quarter         	1	0.0006222775
significantly   	1	0.0006222775
crushing        	1	0.0006222775
begum           	1	0.0006222775
begun           	1	0.0006222775
year            	1	0.0006222775
ultimately      	1	0.0006222775
afghans         	1	0.0006222775
1717            	1	0.0006222775
factory         	1	0.0006222775
increase        	1	0.0006222775
nominal         	1	0.0006222775
earlier         	1	0.0006222775
hull            	1	0.0006222775
incentives      	1	0.0006222775
governing       	1	0.0006222775
routed          	1	0.0006222775
place           	1	0.0006222775
benefited       	1	0.0006222775
subahsee        	1	0.0006222775
drove           	1	0.0006222775
open            	1	0.0006222775
janjira         	1	0.0006222775
expanse         	1	0.0006222775
10              	1	0.0006222775
13              	1	0.0006222775
14              	1	0.0006222775
17              	1	0.0006222775
diplomatic      	1	0.0006222775
protected       	1	0.0006222775
outcome         	1	0.0006222775
sal             	1	0.0006222775
turned          	1	0.0006222775
13th            	1	0.0006222775
occupied        	1	0.0006222775
ayesha          	1	0.0006222775
performance     	1	0.0006222775
200             	1	0.0006222775
multiple        	1	0.0006222775
arguing         	1	0.0006222775
successive      	1	0.0006222775
america         	1	0.0006222775
steady          	1	0.0006222775
salt            	1	0.0006222775
drastically     	1	0.0006222775
